siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
005620422,00039,00562042200039,O,1900-01-01,NN,,,2019-11-14T14:01:00,false,5,,,,RTE,DE NOYELLES,80132,GRAND-LAVIERS,,,80385,,,,,,,,,,,,,,,,,,,2007-01-01,F,,,,,51.8P,NAFRev1,O
005620422,00047,00562042200047,O,1990-11-01,,,,,false,4,,,,RUE,DE LA LIBERATION,80270,AIRAINES,,,80013,,,,,,,,,,,,,,,,,,,1993-12-25,F,,,,,51.6N,NAF1993,N
005620422,00054,00562042200054,O,2007-01-01,NN,,,2020-02-19T14:01:48,true,3,,,,,ZAC DU GROS JACQUES,80880,ST-QUENTIN-LA-MOTTE-CROIX-BAILLY,,,80714,,,,,,,,,,,,,,,,,,,2009-07-10,F,,,,,46.61Z,NAFRev2,O
005640057,00013,00564005700013,O,1956-01-01,NN,,,2019-11-14T14:00:14,false,4,,2,,AV,DE PARC,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,2010-10-30,F,,,,,68.20B,NAFRev2,N
005640065,00016,00564006500016,O,,,,,,true,1,,,,QUAI,DE LA BEAUME,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640172,00010,00564017200010,O,,,,,,true,1,,,,AV,DE VERDUN,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.03,NAP,N
005640214,00010,00564021400010,O,,,,,,true,1,,,,RUE,CAPITOUL,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005640255,00013,00564025500013,O,,NN,,,,true,1,,,,PL,DU TIVOLI,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1986-02-17,F,,,,,81.21,NAP,N
005640313,00010,00564031300010,O,,,,,,true,1,,,,,,04370,COLMARS,,,04061,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.22,NAP,N
005640354,00014,00564035400014,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04170,SAINT-ANDRE-LES-ALPES,,,04173,,,,,,,,,,,,,,,,,,,1987-01-14,F,,,,,57.09,NAP,N
005640388,00012,00564038800012,O,,,,,,true,1,,,,RUE,DE PROVENCE,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N
005640404,00017,00564040400017,O,,,,,2019-09-13T11:52:32,true,1,,,,,,04850,JAUSIERS,,,04096,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640412,00010,00564041200010,O,,,,,,true,1,,,,,,04500,RIEZ,,,04166,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640420,00013,00564042000013,O,,,,,2019-11-14T14:00:14,true,1,,,,,LA GARE DE SAINT AUBAN,04600,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N
005640446,00018,00564044600018,O,,NN,,,,true,1,,56,,BD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1995-12-31,F,,,,,52.2C,NAF1993,O
005640511,00019,00564051100019,O,,,,,2019-11-14T14:00:14,true,1,,,,RUE,VICTORIN MAUREL,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640545,00017,00564054500017,O,,,,,,true,1,,,,,R JULES FERRY,04210,VALENSOLE,,,04230,,,,,,,,,,,,,,,,,,,1988-06-05,F,,,,,64.30,NAP,N
005640586,00011,00564058600011,O,,NN,,,,true,1,,,,,,04530,LARCHE,,,04100,,,,,,,,,,,,,,,,,,,1993-03-02,F,,,,,55.1A,NAF1993,N
005640594,00015,00564059400015,O,,NN,,,2019-11-14T14:00:14,true,1,,,,,FONT ROBERT,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,F,,,,,58.09,NAP,N
005640602,00024,00564060200024,O,1972-04-01,NN,,,2021-06-09T10:52:32,false,4,,,,,LE VILLAGE,04530,SAINT-PAUL-SUR-UBAYE,,,04193,,,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,56.30Z,NAFRev2,N
005640602,00032,00564060200032,O,1972-04-01,NN,,,2021-06-25T12:03:13,true,4,,,,,ESF DU SAUZE,04400,ENCHASTRAYES,,,04073,,,,,,,,,,,,,,,,,,,2021-05-01,F,,,,,93.19Z,NAFRev2,N
005640669,00015,00564066900015,O,,,,,,true,1,,,,,,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640685,00011,00564068500011,O,,NN,,,2019-11-14T14:00:14,true,1,,,,,FONT ROBERT,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,1987-01-02,F,,,,,62.11,NAP,N
005640768,00015,00564076800015,O,,NN,,,2019-11-14T14:00:14,true,1,,,,,,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,F,,,,,86.06,NAP,N
005640776,00018,00564077600018,O,,NN,,,,true,1,,,,ALL,L MASSE,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,1987-12-31,F,,,,,64.11,NAP,N
005640784,00012,00564078400012,O,,,,,,true,1,,,,RUE,GRANDE,04210,VALENSOLE,,,04230,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005640800,00016,00564080000016,O,1956-01-01,NN,,,2019-11-14T14:00:14,true,1,,,,,,04340,LE LAUZET-UBAYE,,,04102,,,,,,,,,,,,,,,,,,,1998-12-31,F,,,,,52.1B,NAF1993,N
005640883,00020,00564088300020,O,,NN,,,,true,1,,3,,,GRANDE RUE,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,1994-03-31,F,,,,,52.4E,NAF1993,O
005640891,00015,00564089100015,O,,,,,,true,1,,,,RUE,PRINCIPALE,04850,JAUSIERS,,,04096,,,,,,,,,,,,,,,,,,,1992-05-03,F,,,,,52.1B,NAF1993,N
005640974,00019,00564097400019,O,,NN,,,,true,1,,,,,,04340,UBAYE-SERRE-PONCON,,,04033,,,,,,,,,,,,,,,,,,,1992-12-25,F,,,,,52.4E,NAF1993,N
005640990,00015,00564099000015,O,1956-01-01,NN,,,2019-11-14T14:00:14,true,3,,,,RTE,NATIONALE,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2C,NAFRev1,N
005640990,00023,00564099000023,O,2004-01-01,NN,,,2019-11-14T14:00:14,false,3,,46,,AV,DES ALPES,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,2005-04-01,F,,,,,70.2A,NAFRev1,N
005641055,00016,00564105500016,O,,,,,,true,1,,,,,,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005641063,00010,00564106300010,O,,,,,,true,1,,2,,PL,MARCEL SAUVAIRE,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005641097,00018,00564109700018,O,,,,,,true,1,,,,,,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.01,NAP,N
005641139,00018,00564113900018,O,,,,,,true,1,,13,,RUE,E DONNADIEU,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005641154,00025,00564115400025,O,1981-02-01,NN,,,2008-01-04T17:54:13,true,3,,,,,LA CROISETTE,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,68.31Z,NAFRev2,N
005641188,00015,00564118800015,O,,,,,,true,1,,,,,,04510,MALLEMOISSON,,,04110,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005641212,00013,00564121200013,O,1956-01-01,NN,,,2014-12-12T09:49:21,true,4,,41,,BD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2012-06-19,F,,,,,68.20B,NAFRev2,N
005641220,00016,00564122000016,O,,,,,,true,1,,,,BD,GASSENDI,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.98,NAP,N
005641337,00018,00564133700018,O,,,,,,true,1,,,,RUE,DROITE,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.44,NAP,N
005641428,00015,00564142800015,O,,NN,,,2019-11-14T14:00:14,true,1,,,,RUE,GRANDE,04800,GREOUX-LES-BAINS,,,04094,,,,,,,,,,,,,,,,,,,1989-04-05,F,,,,,70.2C,NAF1993,N
005641618,00011,00564161800011,O,,NN,,,,true,1,,,,,,04700,PUIMICHEL,,,04156,,,,,,,,,,,,,,,,,,,1990-03-31,F,,,,,67.01,NAP,N
005641634,00018,00564163400018,O,,,,,,true,1,,,,,,04320,ENTREVAUX,,,04076,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,69.23,NAP,N
005641717,00011,00564171700011,O,,NN,,,2021-04-20T10:51:22,true,1,,23,,AV,DU MARECHAL JUIN,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2000-09-17,F,,,,,50.1Z,NAF1993,N
005641725,00014,00564172500014,O,1956-01-01,NN,,,2021-04-20T10:51:22,true,3,LES FERREOLS,23,,AV,DU MARECHAL JUIN,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2007-12-31,F,,,,,70.2C,NAFRev1,N
005641741,00011,00564174100011,O,,,,,,true,1,,,,PL,DU DOCTEUR ITARD,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005641766,00018,00564176600018,O,,,,,2019-11-14T14:00:14,true,1,,,,,,04530,LA CONDAMINE-CHATELARD,,,04062,,,,,,,,,,,,,,,,,,,,F,,,,,67.08,NAP,N
005641808,00018,00564180800018,O,1956-01-01,,,,,true,4,,,,LD,BONS ENFANTS,04200,PEIPIN,,,04145,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,70.2C,NAF1993,N
005641816,00011,00564181600011,O,1956-01-01,NN,,,2019-11-14T14:00:14,true,4,,,,,,04340,MEOLANS-REVEL,,,04161,,,,,,,,,,,,,,,,,,,1996-12-25,F,,,,,55.4B,NAF1993,N
005641824,00015,00564182400015,O,,,,,,true,1,,,,,,04500,QUINSON,,,04158,,,,,,,,,,,,,,,,,,,1997-09-24,F,,,,,52.1B,NAF1993,N
005641873,00012,00564187300012,O,,,,,,true,1,,,,BD,REPUBLIQUE,04190,LES MEES,,,04116,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005650031,00015,00565003100015,O,1956-01-01,03,2021,,2023-11-30T10:16:27,true,3,,,,QUA,QUARTIER DE LA BEITE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O
005650031,00023,00565003100023,O,1994-11-01,03,2021,,2023-11-30T10:16:27,false,4,,493,,AV,DE LA GARE,04240,ANNOT,,,04008,,,,,,,,,,,,,,,,,,,2008-01-01,A,,,,,10.13A,NAFRev2,O
005650056,00012,00565005600012,O,1956-01-01,NN,,,2009-06-27T03:06:29,true,4,,,,,QUARTIER CHAMPARLAU,04200,PEIPIN,,BP 65,04145,04202,SISTERON CEDEX,,,,,,,,,,,,,,,,,2008-01-01,F,,,,,47.59A,NAFRev2,O
005650056,00038,00565005600038,O,1900-01-01,,,,,false,3,,,,QUAI,CHAMPARLAU,04200,PEIPIN,,,04145,,,,,,,,,,,,,,,,,,,1994-10-27,F,,,,,52.4H,NAF1993,N
005650064,00016,00565006400016,O,,,,,,true,1,,,,RTE,DE GAP,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005650072,00019,00565007200019,O,,NN,,,,true,1,,,,PL,GENERAL DE GAULLE,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1989-03-01,F,,,,,57.11,NAP,N
005650080,00012,00565008000012,O,1900-01-01,,,,2016-08-01T14:45:21,true,4,ZONE INDUSTRIELLE,,,QUAI,DES ARCHES,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2015-10-20,F,,,,,68.20B,NAFRev2,N
005650098,00014,00565009800014,O,,,,,,true,1,,,,,ZI SAINT-PONS,04400,BARCELONNETTE,,,04019,,,,,,,,,,,,,,,,,,,1993-12-18,F,,,,,45.2B,NAF1993,N
005650106,00015,00565010600015,O,,,,,2019-11-14T14:00:14,true,1,,,,RUE,STE CLAIRE DEVILLE,04600,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005650122,00012,00565012200012,O,,NN,,,,true,1,,,,LD,FOUX,04260,ALLOS,,,04006,,,,,,,,,,,,,,,,,,,1989-12-26,F,,,,,81.21,NAP,N
005650130,00015,00565013000015,O,,,,,,true,1,,,,,LES ARCADES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N
005650148,00017,00565014800017,O,1900-01-01,,,,,false,3,,13,,BD,VICTOR HUGO,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,1994-09-19,F,,,,,70.2A,NAF1993,N
005650148,00025,00565014800025,O,1994-09-19,NN,,,,false,4,,2,,RUE,JEU DE PAUME,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,2000-01-01,F,,,,,70.2A,NAF1993,N
005650148,00033,00565014800033,O,2000-01-01,00,2021,,2023-12-27T10:34:29,true,7,,2,,RUE,DU DOCTEUR SIMON PIETRI,04000,DIGNE-LES-BAINS,,BP 169,04070,,,,,,,,,,,,,,,,,,,2021-07-31,A,,,,,68.20A,NAFRev2,N
005650189,00029,00565018900029,O,1990-12-14,NN,,,2019-06-24T13:04:20,false,5,PARC D'ACTIVITES,1,,ALL,DES CHENES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,2016-01-01,F,,,,,10.11Z,NAFRev2,O
005650189,00037,00565018900037,O,2000-07-01,NN,,,2017-09-05T03:44:58,false,4,PARC D'ACTIVITES,5,,ALL,DES GENETS,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N
005650189,00045,00565018900045,O,2000-01-01,NN,,,2015-04-27T09:41:33,false,4,LE MOULIN DU PRE,,,RTE,DE BARCELONNETTE,05000,GAP,,,05061,,,,,,,,,,,,,,,,,,,2009-12-31,F,,,,,47.22Z,NAFRev2,N
005650189,00052,00565018900052,O,2016-01-01,NN,,,2018-09-29T12:00:17,true,2,PARC D'ACTIVITES,3,,ALL,DES CHENES,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,47.22Z,NAFRev2,O
005650189,00060,00565018900060,O,2016-01-01,,,,2017-09-05T03:44:58,false,2,ZAC PLAN ROMAN,11,,ALL,DES ROMARINS,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,2017-06-30,F,,,,,10.11Z,NAFRev2,N
005670062,00032,00567006200032,O,1999-03-01,NN,,,2023-07-03T20:36:58,true,4,,31,,AV,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2017-12-25,F,,,,,68.20B,NAFRev2,N
005670104,00016,00567010400016,O,,,,,2019-11-14T14:00:38,true,1,,,,PL,DE LA MAIRIE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N
005670112,00019,00567011200019,O,,NN,,,,true,1,,89,,RUE,DE CERTE,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,1990-06-09,F,,,,,62.43,NAP,N
005670120,00012,00567012000012,O,,NN,,,,true,1,,,,PL,DU MARECHAL LECLERC,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,F,,,,,64.49,NAP,N
005670161,00016,00567016100016,O,,,,,2019-11-14T14:00:39,true,1,,62,,RUE,JEAN JAURES,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1987-11-14,F,,,,,62.43,NAP,N
005670252,00013,00567025200013,O,,,,,2019-11-14T14:00:39,true,1,,,,AV,RENE COTY,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N
005670278,00018,00567027800018,O,,,,,2020-12-23T11:25:44,true,1,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N
005670310,00019,00567031000019,O,,NN,,,2019-11-14T14:00:39,true,1,,57,,CHE,DE BERT,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N
005670468,00015,00567046800015,O,,NN,,,2019-11-14T14:00:39,true,1,,46,,AV,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005670542,00017,00567054200017,O,1956-01-01,NN,,,,true,1,,16,,RUE,DOLMEN,44780,MISSILLAC,,,44098,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,55.4B,NAF1993,N
005670617,00017,00567061700017,O,,NN,,,,true,1,,,,RUE,BAPTISTE MARCET,44570,TRIGNAC,,,44210,,,,,,,,,,,,,,,,,,,1975-10-24,F,,,,,81.21,NAP,N
005670773,00018,00567077300018,O,,NN,,,,true,1,,6,,QUAI,SURCOUF,44130,BLAIN,,,44015,,,,,,,,,,,,,,,,,,,1991-03-31,F,,,,,81.21,NAP,N
005670872,00018,00567087200018,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,DE L ILE DU LIN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.43,NAP,N
005670898,00013,00567089800013,O,,NN,,,2019-11-14T14:00:39,true,1,,15,,RUE,HENRI BRISSON,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005670922,00011,00567092200011,O,,,,,2019-11-14T14:00:39,true,1,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
005670948,00016,00567094800016,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,FERDINAND BUISSON,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.01,NAP,N
005671037,00017,00567103700017,O,,NN,,,,true,1,,23,,AV,DU VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1990-12-31,F,,,,,64.45,NAP,N
005671052,00024,00567105200024,O,,NN,,,2019-11-14T14:00:38,true,1,,203,,AV,MAL DE LATTRE DE TASSIGNY,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N
005671102,00019,00567110200019,O,,,,,2019-11-14T14:00:38,true,1,,43,,RUE,DE PENLYS,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,,F,,,,,65.06,NAP,N
005671136,00025,00567113600025,O,,,,,,true,1,,27,,RUE,DE ST ETIENNE DE MONTLUC,44260,SAVENAY,,,44195,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,55.40,NAP,N
005671284,00015,00567128400015,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,ARISTIDE BRIAND,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N
005671292,00018,00567129200018,O,,,,,,true,1,,,,RUE,SAINT MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.12,NAP,N
005671334,00018,00567133400018,O,,NN,,,2019-11-14T14:00:38,true,1,,28,,RUE,DE LA PAIX,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,,F,,,,,87.06,NAP,N
005671375,00011,00567137500011,O,1956-01-01,NN,,,2019-11-14T14:00:39,true,5,,89,,AV,FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2008-12-25,F,,,,,68.20B,NAFRev2,N
005671375,00029,00567137500029,O,1900-01-01,NN,,,2019-11-14T14:00:39,false,4,,,,CITE,D HERBINS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1998-12-06,F,,,,,70.2C,NAF1993,N
005671375,00037,00567137500037,O,1998-12-06,NN,,,,false,4,,37,,AV,VILLES CHEVISSENS,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2A,NAF1993,N
005671383,00015,00567138300015,O,1956-01-01,NN,,,2019-11-14T14:00:39,false,2,,89,,AV,FRANCOIS MITTERRAND,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1998-12-06,F,,,,,,,N
005671383,00023,00567138300023,O,1900-01-01,NN,,,2019-11-14T14:00:39,false,4,,,,CITE,D HERBINS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1998-12-06,F,,,,,70.2C,NAF1993,N
005671383,00031,00567138300031,O,1998-12-06,NN,,,2019-11-14T14:00:39,true,3,,2,,RUE,RENE CASSIN,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,2007-04-24,F,,,,,70.2C,NAFRev1,N
005671425,00022,00567142500022,O,,NN,,,2019-11-14T14:00:39,true,1,,2,,RUE,AUGUSTE PICCARD,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1994-12-30,F,,,,,66.01,NAP,N
005671466,00018,00567146600018,O,,NN,,,2019-11-14T14:00:39,true,1,,56,,AV,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1995-01-24,F,,,,,52.4F,NAF1993,O
005671516,00010,00567151600010,O,,NN,,,2019-11-14T14:00:38,true,1,,,,PL,DE LA MAIRIE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,F,,,,,87.06,NAP,N
005671532,00017,00567153200017,O,,,,,,true,1,,148,,AV,DE MAZY,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,F,,,,,64.45,NAP,N
005671565,00017,00567156500017,O,,NN,,,2019-11-14T14:00:38,true,1,,1,,PL,DE L EGLISE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,1991-12-09,F,,,,,52.2C,NAF1993,N
005671581,00014,00567158100014,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,ALBERT THOMAS,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N
005671722,00014,00567172200014,O,,,,,,true,1,,,,RTE,DE SAINT NAZAIRE,44160,BESNE,,,44013,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,65.06,NAP,N
005671763,00018,00567176300018,O,,,,,2019-11-14T14:00:38,true,1,,,,LD,LA JAUNAIS,44170,MARSAC-SUR-DON,,,44091,,,,,,,,,,,,,,,,,,,,F,,,,,01.80,NAP,N
005671839,00024,00567183900024,O,,,,,,true,1,,40,,BD,WINSTON CHURCHILL,44100,NANTES,,,44109,,,,,,,,,,,,,,,,,,,1993-03-31,F,,,,,52.4N,NAF1993,N
005671847,00019,00567184700019,O,,,,,2019-11-14T14:00:39,true,1,,,,RUE,JEAN MACE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,81.21,NAP,N
005671870,00011,00567187000011,O,1956-01-01,NN,,,2019-06-24T13:04:21,true,5,,17,,FG,ST MICHEL,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,2017-08-16,F,,,,,55.10Z,NAFRev2,O
005671904,00026,00567190400026,O,,,,,2019-11-14T14:00:38,true,1,,,,RTE,DE MISSILLAC,44530,SAINT-GILDAS-DES-BOIS,,,44161,,,,,,,,,,,,,,,,,,,1987-09-30,F,,,,,55.73,NAP,N
005671953,00015,00567195300015,O,,,,,,true,1,,,,LD,N D DE GRACE,44530,GUENROUET,,,44068,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N
005672068,00011,00567206800011,O,,NN,,,2019-11-14T14:00:39,true,1,,2,,RUE,JULES VERNE,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,1996-01-11,F,,,,,52.1J,NAF1993,N
005672175,00014,00567217500014,O,1956-01-01,NN,,,,true,1,,2,,RUE,DE SAINT CYR,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,1999-09-30,F,,,,,52.1B,NAF1993,O
005672324,00018,00567232400018,O,,NN,,,,true,1,,36,,AV,DE LA PAIX,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,F,,,,,67.04,NAP,N
005672340,00014,00567234000014,O,,,,,,true,1,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,1987-07-31,F,,,,,38.40,NAP,N
005672472,00015,00567247200015,O,,,,,2019-11-14T14:00:38,true,1,,,,RUE,JEAN JAURES,44550,MONTOIR-DE-BRETAGNE,,,44103,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N
005672605,00010,00567260500010,O,,,,,,true,1,,,,RUE,RENE LAENNEC,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N
005672613,00014,00567261300014,O,,NN,,,,true,1,,,,LD,LE BOURG,44290,PIERRIC,,,44123,,,,,,,,,,,,,,,,,,,,F,,,,,55.71,NAP,N
005672621,00017,00567262100017,O,,,,,2019-11-14T14:00:38,true,1,,,,,CHAMP CROULARD,44360,SAINT-ETIENNE-DE-MONTLUC,,,44158,,,,,,,,,,,,,,,,,,,1988-06-30,F,,,,,57.02,NAP,N
